,carat,cut,color,clarity,depth,table,price,x,y,z
641,0.31,Good,D,SI,63.1,57.0,571,4.3,4.32,2.72
642,1.24,Ideal,G,VVS,61.2,56.0,9362,6.88,6.92,4.22
643,0.5,Ideal,F,VS,61.4,58.0,1601,5.07,5.12,3.13
644,0.31,Very Good,F,SI,58.8,59.0,459,4.44,4.5,2.63
645,0.51,Ideal,E,VS,61.8,56.0,1851,5.17,5.19,3.2
646,0.32,Ideal,F,VVS,61.8,55.0,990,4.41,4.36,2.71
647,0.34,Ideal,E,VVS,62.2,56.0,1014,4.44,4.46,2.77
648,1.01,Good,G,SI,63.7,58.0,3626,6.31,6.35,4.03
649,1.25,Ideal,H,VS,61.1,55.0,8498,6.94,6.97,4.25
650,0.59,Very Good,F,SI,63.0,56.0,1424,5.3,5.34,3.35
651,0.39,Very Good,J,VVS,57.8,59.0,767,4.85,4.9,2.82
652,0.81,Very Good,I,SI,60.3,58.0,2701,6.0,6.04,3.63
653,0.91,Good,G,SI,63.2,61.0,3340,6.01,6.27,3.88
654,0.32,Premium,E,SI,61.2,58.0,449,4.39,4.44,2.7
655,0.8,Very Good,J,VS,63.4,56.0,2321,5.9,5.87,3.73
656,1.11,Ideal,I,SI,61.9,55.0,5329,6.65,6.66,4.12
657,0.72,Ideal,F,VVS,61.2,56.0,3816,5.78,5.81,3.55
658,0.32,Ideal,H,SI,61.2,56.0,430,4.43,4.46,2.72
659,0.5,Premium,E,SI,59.5,59.0,1154,5.16,5.19,3.08
660,1.02,Very Good,D,SI,62.7,60.0,5709,6.34,6.39,3.99
661,0.4,Ideal,D,VS,60.4,56.0,1050,4.77,4.73,2.87
662,0.3,Ideal,E,VS,61.9,56.0,670,4.28,4.31,2.66
663,0.41,Very Good,F,VS,63.0,57.0,931,4.66,4.7,2.95
664,1.01,Ideal,G,VS,61.8,57.0,6504,6.43,6.41,3.97
665,0.96,Very Good,H,SI,63.1,58.0,4064,6.2,6.25,3.93
666,1.13,Premium,J,SI,61.3,59.0,4214,6.77,6.67,4.12
667,0.72,Ideal,J,SI,61.7,56.0,1853,5.77,5.81,3.57
668,1.08,Premium,F,SI,60.2,59.0,4407,6.6,6.65,3.99
669,0.32,Premium,F,VS,59.7,59.0,828,4.44,4.41,2.64
670,2.05,Very Good,H,SI,62.4,58.0,15949,8.1,8.15,5.07
671,0.31,Ideal,D,VS,59.0,57.0,942,4.48,4.44,2.63
672,0.34,Ideal,E,SI,61.4,54.0,765,4.53,4.5,2.77
673,0.55,Premium,F,SI,61.9,59.0,1617,5.29,5.24,3.26
674,0.51,Ideal,D,VS,61.8,55.0,1787,5.1,5.16,3.17
675,0.77,Premium,F,SI,60.8,59.0,2856,5.92,5.86,3.58
676,1.02,Very Good,D,VS,59.8,61.0,6785,6.54,6.61,3.93
677,0.51,Very Good,F,SI,63.1,54.0,1312,5.12,5.06,3.21
678,0.44,Premium,G,SI,61.9,58.0,990,4.87,4.83,3.0
679,0.3,Very Good,H,VS,60.9,61.0,473,4.32,4.35,2.64
680,1.04,Ideal,J,VS,61.3,54.0,4550,6.53,6.55,4.01
681,0.51,Very Good,D,VS,62.9,56.0,1597,5.07,5.1,3.2
682,0.3,Ideal,D,SI,62.0,56.0,709,4.34,4.3,2.68
683,0.6,Ideal,H,VS,62.0,53.0,1772,5.44,5.46,3.38
684,0.9,Premium,F,VS,62.7,58.0,5000,6.17,6.14,3.86
685,1.2,Ideal,F,VS,62.3,55.0,8334,6.79,6.83,4.24
686,0.42,Premium,H,VVS,62.4,57.0,984,4.83,4.78,3.0
687,0.41,Ideal,H,SI,62.4,53.0,722,4.78,4.81,2.99
688,1.04,Very Good,I,SI,62.0,57.0,4290,6.47,6.5,4.02
689,1.21,Ideal,E,VS,61.7,56.0,12111,6.82,6.85,4.22
690,0.53,Ideal,E,VS,61.4,56.0,1721,5.21,5.24,3.21
691,1.08,Ideal,E,SI,62.6,57.0,5189,6.56,6.53,4.1
692,0.71,Ideal,I,VVS,61.6,56.0,2145,5.72,5.8,3.56
693,0.38,Good,H,VVS,63.3,58.0,967,4.57,4.62,2.91
694,0.9,Very Good,G,SI,63.2,59.0,3669,6.1,6.05,3.84
695,0.52,Ideal,G,VVS,62.3,55.0,2012,5.16,5.12,3.2
696,0.67,Premium,H,VVS,60.6,61.0,2171,5.65,5.61,3.41
697,0.42,Ideal,D,VS,62.4,55.0,1103,4.82,4.8,3.0
698,0.25,Ideal,G,VS,62.5,55.0,454,4.0,4.02,2.51
699,0.3,Premium,G,VVS,62.3,59.0,878,4.29,4.25,2.66
700,0.3,Premium,I,SI,61.6,62.0,506,4.3,4.27,2.64
701,2.05,Ideal,F,SI,62.0,56.0,17957,8.12,8.19,5.06
702,0.38,Ideal,F,SI,61.3,55.0,568,4.67,4.69,2.87
703,1.29,Very Good,J,SI,61.2,58.0,5209,6.97,7.02,4.28
704,0.31,Very Good,H,VVS,62.6,58.0,625,4.28,4.31,2.69
705,0.4,Very Good,D,VS,62.9,55.0,1004,4.73,4.77,2.99
706,2.04,Good,H,SI,58.4,60.0,18026,8.31,8.36,4.87
707,0.74,Ideal,G,VS,61.8,55.0,2960,5.85,5.8,3.6
708,0.7,Very Good,G,VVS,63.3,59.0,2905,5.59,5.62,3.55
709,0.31,Ideal,G,SI,62.2,55.0,593,4.38,4.36,2.72
710,1.21,Good,H,SI,63.8,64.0,5407,6.72,6.63,4.26
711,0.52,Ideal,E,VS,62.1,57.0,1617,5.22,5.19,3.23
712,0.31,Ideal,H,VS,62.0,53.0,562,4.34,4.37,2.7
713,0.74,Very Good,G,SI,62.8,59.0,2262,5.71,5.76,3.6
714,1.19,Ideal,G,VS,61.9,55.0,8034,6.81,6.87,4.22
715,1.09,Premium,H,VS,61.4,58.0,5677,6.64,6.58,4.06
716,0.57,Very Good,E,VS,63.0,59.0,1654,5.25,5.29,3.32
717,0.31,Premium,H,VVS,62.1,58.0,707,4.33,4.36,2.7
718,1.16,Premium,I,SI,62.1,58.0,4326,6.78,6.71,4.19
719,0.43,Very Good,E,SI,63.4,57.0,948,4.84,4.81,3.06
720,0.4,Very Good,F,SI,62.1,57.0,687,4.65,4.69,2.9
721,0.34,Very Good,E,VS,62.6,58.0,745,4.43,4.45,2.78
722,1.03,Premium,H,VS,62.4,60.0,5883,6.48,6.43,4.03
723,0.51,Ideal,F,VVS,62.2,55.0,1998,5.12,5.11,3.18
724,0.32,Good,D,SI,63.1,57.0,589,4.37,4.38,2.76
725,0.24,Very Good,F,VVS,62.1,58.0,478,3.96,4.03,2.48
726,0.8,Premium,F,SI,61.4,58.0,2447,5.95,5.93,3.65
727,0.41,Premium,E,VS,61.9,59.0,1079,4.77,4.8,2.96
728,0.36,Ideal,I,VS,61.8,55.0,523,4.6,4.63,2.85
729,0.31,Ideal,G,VS,61.4,57.0,574,4.35,4.38,2.68
730,0.91,Very Good,E,VS,61.8,60.0,5530,6.17,6.2,3.82
731,0.53,Very Good,H,VS,63.3,56.0,1561,5.13,5.17,3.26
732,1.1,Premium,I,SI,62.6,59.0,4269,6.57,6.53,4.1
733,0.3,Very Good,H,VS,63.4,53.0,675,4.3,4.25,2.71
734,0.71,Very Good,E,SI,62.2,58.0,2423,5.65,5.7,3.53
735,0.26,Ideal,G,SI,61.8,55.0,377,4.08,4.11,2.53
736,1.0,Very Good,G,VS,63.3,58.0,6048,6.39,6.27,4.01
737,1.26,Ideal,G,VS,61.5,57.0,5792,6.94,6.89,4.25
738,0.34,Premium,G,SI,62.8,58.0,574,4.46,4.43,2.79
739,0.94,Very Good,E,SI,62.0,58.0,3886,6.23,6.29,3.88
740,0.52,Premium,G,SI,59.6,62.0,1338,5.23,5.18,3.1
741,0.7,Premium,D,VS,61.6,61.0,3001,5.66,5.61,3.47
742,0.38,Ideal,F,VVS,62.0,54.1,1010,4.66,4.68,2.9
743,1.71,Premium,H,VS,62.5,58.0,13376,7.64,7.52,4.74
744,0.3,Good,J,VS,63.4,57.0,394,4.23,4.26,2.69
745,1.59,Ideal,F,VS,62.9,57.0,17366,7.38,7.48,4.62
746,0.52,Ideal,G,VVS,62.3,55.0,1911,5.12,5.16,3.2
747,0.34,Good,F,SI,61.9,56.0,581,4.5,4.52,2.79
748,0.47,Good,E,VVS,64.0,62.0,1690,4.9,4.97,3.16
749,0.61,Ideal,E,VS,61.7,55.0,2285,5.45,5.47,3.37
750,1.01,Premium,G,VS,60.2,59.0,5864,6.55,6.48,3.92
751,0.35,Good,H,SI,63.2,57.0,504,4.48,4.51,2.84
752,0.71,Premium,E,VS,62.7,58.0,2776,5.74,5.68,3.58
753,1.0,Premium,G,VVS,62.8,59.0,7840,6.43,6.38,4.02
754,0.31,Premium,H,IF,61.0,58.0,1046,4.38,4.34,2.66
755,0.38,Ideal,E,SI,62.3,53.0,660,4.65,4.69,2.91
756,0.53,Ideal,D,VVS,62.2,56.0,2563,5.18,5.21,3.23
757,1.2,Premium,F,SI,61.0,62.0,6774,6.96,6.81,4.2
758,0.33,Ideal,F,VS,62.6,55.0,854,4.42,4.4,2.76
759,0.3,Ideal,H,VVS,61.1,55.0,776,4.36,4.32,2.65
760,0.68,Good,J,VS,61.6,65.0,1341,5.63,5.57,3.45
761,0.41,Premium,G,VVS,60.0,59.0,1230,4.84,4.83,2.9
762,0.41,Premium,E,VS,60.7,59.0,1030,4.79,4.77,2.9
763,0.39,Ideal,F,SI,62.5,55.0,718,4.63,4.68,2.91
764,0.3,Premium,E,VVS,61.3,59.0,956,4.33,4.28,2.64
765,0.32,Ideal,G,IF,61.2,57.0,1020,4.43,4.4,2.7
766,0.8,Premium,E,SI,59.9,58.0,2939,6.03,5.96,3.59
767,1.23,Good,J,VS,63.6,60.0,4727,6.77,6.73,4.29
768,0.59,Ideal,E,VS,61.6,57.0,2172,5.35,5.39,3.31
769,0.41,Premium,G,VS,62.1,60.0,899,4.72,4.78,2.95
770,1.12,Very Good,G,VS,62.2,59.0,7687,6.58,6.61,4.1
771,0.3,Ideal,F,VS,62.1,55.0,776,4.31,4.26,2.66
772,0.23,Ideal,F,VVS,61.0,57.0,530,3.98,4.02,2.44
773,0.54,Ideal,F,VS,62.5,56.0,1819,5.18,5.22,3.25
774,1.02,Very Good,I,SI,62.9,58.0,3927,6.36,6.42,4.02
775,0.51,Ideal,F,VVS,61.4,56.0,2025,5.16,5.17,3.17
776,2.33,Ideal,I,VS,62.4,57.0,15073,8.52,8.47,5.31
777,0.41,Premium,E,VVS,61.8,59.0,1187,4.74,4.78,2.94
778,0.92,Good,E,SI,63.2,58.0,4258,6.16,6.18,3.9
779,1.52,Ideal,G,SI,60.7,57.0,9704,7.41,7.38,4.49
780,2.09,Good,I,SI,57.9,63.0,16294,8.37,8.46,4.87
781,0.41,Very Good,G,VS,62.7,57.0,899,4.74,4.77,2.98
782,0.31,Premium,G,VS,62.4,59.0,544,4.34,4.38,2.72
783,1.14,Ideal,F,VVS,62.2,56.0,11844,6.69,6.67,4.16
784,0.33,Very Good,H,VS,62.9,59.0,579,4.35,4.4,2.75
785,1.04,Premium,D,SI,61.0,59.0,4811,6.54,6.51,3.98
786,0.41,Ideal,F,VVS,62.1,57.0,1356,4.79,4.75,2.96
787,0.71,Ideal,I,SI,61.3,56.0,2660,5.72,5.75,3.52
788,1.54,Premium,D,SI,59.9,62.0,9821,7.51,7.44,4.48
789,0.94,Very Good,D,SI,62.0,57.0,3634,6.28,6.34,3.91
790,0.91,Premium,I,VS,63.0,58.0,3282,6.15,6.07,3.85
791,0.71,Good,H,SI,63.5,57.0,2096,5.64,5.67,3.59
792,0.54,Good,E,SI,59.9,63.0,1601,5.25,5.3,3.16
793,0.73,Ideal,E,VS,62.4,57.0,3201,5.75,5.79,3.6
794,0.32,Ideal,F,VS,61.5,55.0,645,4.4,4.42,2.71
795,0.31,Ideal,H,SI,61.3,55.0,421,4.35,4.38,2.67
796,1.06,Very Good,E,VVS,63.4,55.0,9680,6.46,6.51,4.11
797,0.32,Very Good,H,VVS,63.4,56.0,828,4.37,4.34,2.76
798,1.01,Premium,G,VS,61.7,56.0,6882,6.53,6.46,4.01
799,0.52,Ideal,F,SI,62.1,55.0,1191,5.14,5.17,3.2
800,1.52,Premium,H,VS,61.1,59.0,11066,7.45,7.38,4.53
801,0.6,Premium,E,SI,59.6,59.0,2016,5.52,5.48,3.28
802,0.7,Very Good,F,SI,59.1,59.0,2278,5.76,5.91,3.45
803,1.0,Premium,D,SI,60.9,59.0,5286,6.46,6.41,3.92
804,2.32,Good,J,SI,60.3,61.0,13654,8.56,8.52,5.15
805,0.71,Very Good,I,VVS,63.5,57.0,2456,5.65,5.68,3.6
806,2.3,Premium,I,SI,61.3,58.0,11051,8.53,8.46,5.21
807,0.7,Ideal,E,VS,60.5,59.0,3201,5.72,5.75,3.47
808,0.94,Very Good,G,VVS,63.3,57.0,6088,6.21,6.14,3.91
809,1.0,Ideal,G,VS,62.7,53.0,7114,6.39,6.46,4.03
810,0.47,Ideal,D,VVS,61.9,54.0,2378,4.98,5.0,3.09
811,0.71,Ideal,I,VS,62.3,59.0,2368,5.68,5.72,3.55
812,0.31,Ideal,J,VVS,62.4,54.0,461,4.32,4.35,2.7
813,1.01,Premium,G,SI,62.5,60.0,4327,6.39,6.34,3.98
814,0.31,Ideal,E,VVS,61.5,59.0,789,4.36,4.39,2.69
815,0.55,Premium,E,SI,59.7,58.0,1364,5.35,5.33,3.19
816,0.31,Very Good,E,VS,61.2,61.0,587,4.29,4.37,2.65
817,0.58,Ideal,H,VS,62.4,58.0,1600,5.3,5.34,3.32
818,0.91,Good,G,SI,64.3,60.0,3344,6.04,6.12,3.91
819,0.33,Premium,G,VS,61.8,59.0,854,4.45,4.39,2.73
820,1.58,Premium,J,SI,59.8,58.0,7654,7.61,7.57,4.54
821,0.7,Premium,G,VVS,62.8,58.0,3234,5.68,5.62,3.55
822,0.72,Ideal,J,SI,62.6,56.0,1966,5.67,5.74,3.57
823,0.32,Ideal,G,VS,60.7,56.0,602,4.43,4.46,2.7
824,0.4,Very Good,D,VVS,62.6,55.0,1168,4.7,4.72,2.95
825,0.43,Very Good,E,SI,61.8,60.0,688,4.83,4.85,2.99
826,0.54,Premium,H,VS,62.4,55.0,1637,5.25,5.2,3.26
827,1.51,Very Good,I,SI,63.5,57.0,8214,7.19,7.24,4.58
828,1.07,Very Good,H,VS,62.5,56.0,6262,6.52,6.55,4.08
829,1.03,Ideal,G,SI,62.3,59.0,4928,6.44,6.46,4.02
830,1.12,Ideal,D,VS,62.0,55.0,8279,6.63,6.66,4.12
831,0.71,Good,E,SI,57.8,60.0,2215,5.86,5.83,3.38
832,0.9,Very Good,H,SI,61.5,59.0,3208,6.15,6.2,3.8
833,0.83,Ideal,F,SI,62.0,55.0,3774,6.03,6.07,3.75
834,0.33,Premium,H,VS,60.4,60.0,521,4.48,4.52,2.72
835,0.53,Ideal,G,SI,61.8,58.0,1255,5.16,5.19,3.2
836,0.27,Very Good,F,VS,62.5,56.0,518,4.14,4.18,2.6
837,0.73,Very Good,F,VS,61.8,59.0,2843,5.73,5.79,3.56
838,0.39,Ideal,I,SI,62.4,54.0,534,4.67,4.69,2.92
839,1.11,Ideal,I,SI,61.9,57.0,4709,6.62,6.67,4.11
840,0.41,Ideal,G,SI,61.0,57.0,836,4.82,4.79,2.93
841,0.31,Ideal,G,IF,61.8,56.0,891,4.33,4.37,2.69
842,0.71,Very Good,G,SI,62.4,54.0,2171,5.72,5.76,3.58
843,1.2,Premium,G,VVS,59.7,60.0,9475,7.0,6.91,4.15
844,0.5,Ideal,G,VVS,61.2,56.0,1935,5.13,5.1,3.13
845,1.04,Ideal,H,VS,62.2,57.0,6133,6.46,6.49,4.03
846,1.02,Ideal,H,SI,60.5,57.0,4297,6.52,6.56,3.95
847,0.91,Ideal,D,SI,62.2,57.0,2803,6.21,6.15,3.85
848,0.24,Ideal,G,IF,61.8,55.0,559,3.99,4.02,2.47
849,0.32,Ideal,G,VS,61.9,55.0,602,4.4,4.42,2.73
850,0.37,Premium,D,VS,61.0,56.0,989,4.68,4.63,2.84
851,2.14,Premium,I,SI,61.3,61.0,15913,8.32,8.28,5.09
852,0.73,Premium,G,VS,60.3,57.0,2581,5.88,5.82,3.53
853,0.7,Very Good,H,SI,62.6,57.0,1830,5.64,5.7,3.55
854,1.01,Very Good,F,VVS,61.8,55.0,8532,6.36,6.45,3.96
855,1.08,Ideal,H,VVS,62.5,54.0,6961,6.56,6.58,4.1
856,1.08,Premium,J,SI,61.0,60.0,4173,6.62,6.57,4.02
857,0.53,Premium,E,VS,61.4,58.0,1579,5.24,5.19,3.2
858,0.71,Premium,G,VVS,62.1,57.0,2832,5.75,5.65,3.54
859,0.3,Ideal,D,VS,62.5,54.0,911,4.32,4.29,2.69
860,0.3,Ideal,F,VS,61.4,57.0,605,4.34,4.36,2.67
861,2.04,Premium,H,VS,60.7,61.0,18104,8.18,8.1,4.94
862,1.51,Good,I,VS,62.9,57.0,8720,7.23,7.27,4.56
863,0.3,Ideal,H,VVS,62.2,57.0,605,4.26,4.29,2.66
864,1.21,Premium,H,VS,62.3,58.0,7094,6.77,6.84,4.24
865,0.71,Premium,D,SI,61.3,58.0,2797,5.73,5.75,3.52
866,0.31,Ideal,D,VS,62.1,57.0,877,4.35,4.32,2.69
867,0.71,Very Good,F,VVS,63.2,60.0,2862,5.65,5.61,3.56
868,0.3,Ideal,E,VS,61.7,55.0,844,4.32,4.3,2.66
869,0.34,Very Good,F,SI,63.3,54.0,574,4.48,4.46,2.83
870,1.52,Ideal,G,SI,61.3,57.0,8852,7.39,7.36,4.52
871,0.32,Ideal,G,VS,59.8,57.9,696,4.44,4.47,2.67
872,2.01,Ideal,I,VS,60.7,57.0,17197,8.21,8.17,4.97
873,1.07,Ideal,H,SI,62.4,55.0,4840,6.56,6.59,4.1
874,0.32,Premium,G,VS,61.1,58.0,561,4.42,4.45,2.71
875,0.34,Ideal,F,VS,62.1,57.0,956,4.53,4.49,2.8
876,0.72,Ideal,F,VVS,62.3,57.0,3740,5.72,5.74,3.57
877,2.01,Very Good,J,SI,63.3,56.0,10490,7.86,7.96,5.01
878,0.69,Very Good,D,SI,57.6,62.0,2227,5.83,5.9,3.38
879,0.49,Very Good,E,SI,63.6,57.9,1400,4.96,4.99,3.16
880,1.21,Premium,H,SI,62.4,56.0,6566,6.83,6.79,4.25
881,0.64,Premium,E,SI,61.3,58.0,1811,5.57,5.53,3.4
882,0.28,Very Good,F,VVS,60.2,58.0,628,4.26,4.28,2.57
883,0.55,Good,G,SI,63.6,61.0,1213,5.22,5.16,3.3
884,2.1,Ideal,J,VS,61.5,61.0,13462,8.21,8.16,5.03
885,0.71,Good,E,SI,58.4,61.0,2573,5.85,5.93,3.44
886,0.47,Premium,G,SI,58.8,58.0,1086,5.11,5.06,2.99
887,0.38,Very Good,D,VVS,60.0,62.0,1200,4.7,4.73,2.83
888,0.71,Premium,H,VVS,61.5,62.0,2863,5.74,5.68,3.51
889,0.8,Very Good,H,SI,62.7,56.0,2481,5.83,5.91,3.68
890,0.57,Ideal,G,SI,62.1,56.0,1384,5.28,5.32,3.29
891,0.38,Ideal,F,VS,61.2,57.0,889,4.67,4.64,2.85
892,1.46,Ideal,H,SI,62.4,55.0,8855,7.26,7.22,4.52
893,1.0,Very Good,E,VS,62.9,59.0,6245,6.27,6.38,3.98
894,1.01,Premium,F,SI,61.7,58.0,5202,6.44,6.39,3.96
895,0.71,Ideal,I,VS,62.2,54.0,2557,5.71,5.75,3.56
896,0.4,Ideal,E,VS,61.1,57.0,1291,4.75,4.78,2.97
897,1.02,Very Good,F,VVS,63.7,59.0,9728,6.34,6.38,4.05
898,0.43,Very Good,I,IF,61.0,56.0,998,4.9,4.93,3.0
899,0.31,Ideal,E,VS,60.5,56.0,872,4.41,4.38,2.66
900,0.78,Ideal,F,VS,61.6,56.0,3537,5.9,5.92,3.64
901,0.7,Premium,D,VS,61.0,59.0,3501,5.79,5.72,3.51
902,1.0,Very Good,F,VS,62.2,55.0,6340,6.39,6.44,3.99
903,0.35,Ideal,G,SI,61.3,56.0,522,4.54,4.56,2.79
904,0.72,Very Good,J,VS,62.7,58.0,1988,5.67,5.72,3.57
905,1.16,Ideal,G,VS,62.3,57.0,7203,6.72,6.66,4.17
906,0.34,Ideal,H,VS,61.4,57.0,689,4.55,4.48,2.77
907,0.56,Premium,F,SI,60.2,58.0,1715,5.36,5.33,3.22
908,1.04,Ideal,I,VS,62.9,43.0,4997,6.45,6.41,4.04
909,0.9,Very Good,E,VVS,62.0,55.0,6466,6.08,6.17,3.8
910,1.54,Premium,F,SI,62.8,57.0,7494,7.36,7.28,4.6
911,0.51,Ideal,D,SI,62.4,57.0,1687,5.13,5.09,3.19
912,0.38,Ideal,F,SI,62.5,53.7,693,4.64,4.66,2.91
913,0.37,Ideal,I,IF,61.4,55.0,754,4.65,4.67,2.86
914,0.77,Very Good,G,VS,60.9,55.0,3243,5.9,5.96,3.61
915,0.5,Good,F,VS,58.8,64.0,1433,5.21,5.16,3.05
916,0.24,Ideal,G,IF,60.8,58.0,559,4.01,4.05,2.44
917,1.01,Very Good,E,SI,63.1,60.0,5002,6.37,6.34,4.01
918,1.0,Premium,F,SI,59.2,61.0,3562,6.59,6.51,3.87
919,1.15,Ideal,H,SI,62.0,57.0,4830,6.75,6.66,4.16
920,0.31,Good,H,SI,63.6,57.0,435,4.28,4.31,2.73
921,1.58,Very Good,H,VS,60.3,62.0,12483,7.53,7.57,4.55
922,0.41,Very Good,H,SI,61.5,59.0,593,4.8,4.82,2.96
923,0.32,Ideal,D,VS,61.0,56.0,758,4.42,4.46,2.71
924,1.21,Ideal,E,VS,60.3,60.0,9449,6.92,6.88,4.16
925,1.38,Very Good,F,VS,61.4,61.0,11286,7.1,7.14,4.37
926,0.57,Very Good,F,SI,62.6,58.0,1403,5.28,5.32,3.32
927,0.32,Ideal,E,VS,61.3,56.0,612,4.41,4.46,2.72
928,0.57,Ideal,H,VS,61.3,55.1,1720,5.34,5.42,3.29
929,0.32,Very Good,E,SI,62.2,57.0,561,4.38,4.43,2.74
930,2.03,Premium,H,VS,62.6,59.0,18139,8.1,8.06,5.06
931,0.32,Premium,G,IF,59.9,58.0,1020,4.43,4.42,2.65
932,0.39,Ideal,E,VVS,62.1,54.6,1100,4.67,4.7,2.91
933,0.27,Ideal,E,VVS,62.3,56.0,622,4.15,4.17,2.59
934,0.31,Premium,E,VS,61.7,58.0,942,4.36,4.3,2.67
935,1.01,Premium,G,SI,60.5,58.0,4327,6.55,6.47,3.94
936,0.72,Very Good,E,VS,63.0,56.0,2949,5.66,5.73,3.59
937,1.53,Ideal,I,VS,62.3,57.0,9189,7.3,7.35,4.56
938,0.32,Ideal,E,IF,61.1,56.0,1018,4.42,4.48,2.72
939,0.3,Ideal,E,VVS,60.7,57.0,622,4.36,4.41,2.66
940,0.31,Ideal,G,VVS,62.7,57.0,707,4.31,4.34,2.71
941,1.17,Premium,F,SI,62.5,57.0,4259,6.8,6.71,4.22
942,0.31,Ideal,G,IF,62.1,56.0,871,4.31,4.34,2.69
943,0.77,Ideal,H,VS,60.9,56.0,3332,5.89,5.94,3.61
944,1.6,Ideal,H,IF,61.5,53.0,16300,7.57,7.69,4.66
945,1.19,Premium,I,VS,59.3,59.0,4591,6.98,6.88,4.11
946,0.24,Premium,E,VVS,60.7,58.0,710,4.03,4.01,2.44
947,0.71,Premium,E,SI,61.4,59.0,2306,5.74,5.7,3.51
948,0.34,Ideal,I,VS,62.0,54.0,501,4.49,4.51,2.79
949,0.82,Premium,G,SI,62.3,58.0,2456,5.96,5.98,3.72
950,0.3,Ideal,G,VS,61.0,57.0,484,4.33,4.36,2.65
951,1.14,Premium,F,VVS,60.8,58.0,10878,6.79,6.74,4.11
952,0.36,Premium,E,VS,61.5,59.0,933,4.6,4.57,2.82
953,0.34,Ideal,G,SI,62.7,57.0,473,4.48,4.51,2.82
954,1.01,Premium,J,SI,61.2,59.0,3733,6.43,6.37,3.92
955,0.41,Very Good,H,VS,62.0,56.0,827,4.74,4.78,2.95
956,1.01,Ideal,E,VS,61.5,57.0,7727,6.47,6.44,3.97
957,0.51,Very Good,H,SI,62.0,57.0,1170,5.11,5.19,3.19
958,0.61,Ideal,E,VVS,61.3,54.0,2823,5.51,5.59,3.4
959,0.32,Ideal,G,VVS,61.9,56.0,842,4.39,4.4,2.72
960,0.51,Ideal,D,VVS,61.3,56.0,3223,5.14,5.15,3.16
961,0.32,Ideal,D,SI,62.9,56.0,706,4.4,4.38,2.76
